backend,render_ms,frame_ms,render_fps,frame_fps
CUDA,1.2743,1.9126,784.745,522.848
CUDA,1.2747,1.9064,784.498,524.549
CUDA,1.0522,1.6323,950.39,612.633
CUDA,1.0462,1.6279,955.84,614.288
CUDA,1.0567,1.6278,946.342,614.326
CUDA,0.8582,2.2846,1165.23,437.713
CUDA,1.2907,1.9731,774.773,506.817
CUDA,1.3596,2.0142,735.51,496.475
CUDA,1.0786,1.7425,927.128,573.888
CUDA,1.0445,1.6301,957.396,613.459
CUDA,1.041,1.6184,960.615,617.894
CUDA,1.0411,1.6447,960.523,608.014
CUDA,1.0414,1.6663,960.246,600.132
CUDA,1.0489,1.6426,953.38,608.791
CUDA,1.0067,2.599,993.345,384.763
CUDA,1.4317,2.2621,698.47,442.067
CUDA,1.2552,1.9627,796.686,509.502
CUDA,1.0516,1.6315,950.932,612.933
CUDA,1.0435,1.6238,958.313,615.839
CUDA,1.051,1.6291,951.475,613.836
CUDA,1.0396,1.6094,961.908,621.35
CUDA,1.0414,1.659,960.246,602.773
CUDA,1.0411,1.8673,960.523,535.533
CUDA,1.9692,2.6848,507.82,372.467
CUDA,1.4782,2.1817,676.498,458.358
CUDA,1.2182,1.9029,820.883,525.514
CUDA,1.2235,1.8845,817.327,530.645
CUDA,1.0722,1.6694,932.662,599.018
CUDA,1.041,1.6243,960.615,615.65
CUDA,1.0429,1.6297,958.865,613.61
CUDA,1.0724,1.6787,932.488,595.699
CUDA,1.1911,3.7206,839.56,268.774
CUDA,1.19,1.9895,840.336,502.639
CUDA,1.2422,1.9012,805.023,525.984
CUDA,1.2967,1.9634,771.188,509.321
CUDA,1.3842,2.1505,722.439,465.008
CUDA,1.3956,2.0949,716.538,477.35
CUDA,1.5305,2.3696,653.381,422.012
CUDA,1.476,2.2198,677.507,450.491
CUDA,2.0544,2.6911,486.76,371.595
CUDA,1.0425,1.6456,959.233,607.681
CUDA,1.0496,1.6234,952.744,615.991
CUDA,1.0427,1.6189,959.049,617.703
CUDA,1.0423,1.6068,959.417,622.355
CUDA,1.0579,1.6861,945.269,593.085
CUDA,1.4203,2.23,704.077,448.431
CUDA,1.321,2.0268,757.002,493.389
CUDA,1.4322,2.1649,698.227,461.915
CUDA,1.4647,2.254,682.734,443.656
CUDA,1.3378,2.0207,747.496,494.878
CUDA,1.0453,1.6789,956.663,595.628
CUDA,1.0515,1.6877,951.022,592.522
CUDA,1.4189,2.1325,704.771,468.933
CUDA,1.5602,2.3049,640.943,433.858
CUDA,1.3627,2.091,733.837,478.24
CUDA,1.2886,1.955,776.036,511.509
CUDA,0.9545,1.5632,1047.67,639.713
CUDA,1.0514,1.6352,951.113,611.546
CUDA,1.0486,1.615,953.653,619.195
CUDA,1.0776,1.6543,927.988,604.485
CUDA,1.0412,1.6098,960.43,621.195
CUDA,1.0448,1.6121,957.121,620.309
CUDA,1.1993,2.1361,833.82,468.143
CUDA,1.453,2.2467,688.231,445.097
CUDA,1.4193,2.1713,704.573,460.554
CUDA,1.9824,2.6073,504.439,383.539
CUDA,1.2578,1.9102,795.039,523.505
CUDA,1.422,2.1125,703.235,473.373
CUDA,1.4071,2.1617,710.682,462.599
CUDA,1.287,1.974,777.001,506.586
CUDA,1.2731,1.945,785.484,514.139
CUDA,1.0483,1.628,953.925,614.251
CUDA,0.8645,3.4852,1156.74,286.928
CUDA,1.4248,2.1296,701.853,469.572
CUDA,1.3878,2.0751,720.565,481.904
CUDA,1.3902,2.0687,719.321,483.395
CUDA,1.4158,2.1326,706.314,468.911
CUDA,1.3942,2.0937,717.257,477.623
CUDA,1.4811,2.1798,675.174,458.758
CUDA,1.3963,2.083,716.178,480.077
CUDA,2.2114,2.8394,452.202,352.187
CUDA,1.3969,2.0799,715.871,480.792
CUDA,1.4133,2.1177,707.564,472.21
CUDA,1.5435,2.2391,647.878,446.608
CUDA,1.4211,2.1247,703.68,470.655
CUDA,1.4256,2.2802,701.459,438.558
CUDA,1.2339,1.9232,810.438,519.967
CUDA,1.4312,2.1213,698.714,471.409
CUDA,1.3958,2.0791,716.435,480.977
CUDA,1.3867,2.0635,721.137,484.614
CUDA,1.6646,2.4753,600.745,403.991
CUDA,1.4653,2.2795,682.454,438.693
CUDA,1.4132,2.0796,707.614,480.862
CUDA,1.4607,2.1517,684.603,464.749
CUDA,1.3975,2.0688,715.563,483.372
CUDA,2.1125,2.8066,473.373,356.303
CUDA,1.4061,2.1028,711.187,475.556
CUDA,1.2874,1.9652,776.759,508.854
CUDA,1.2565,1.9326,795.862,517.438
CUDA,1.2418,1.9007,805.283,526.122
CUDA,1.2444,1.879,803.6,532.198
CUDA,1.2416,1.8738,805.412,533.675
CUDA,1.2445,1.8684,803.536,535.217
CUDA,1.9545,2.5535,511.64,391.619
CUDA,1.2302,1.8677,812.876,535.418
CUDA,1.3428,2.1037,744.713,475.353
CUDA,1.4176,2.1221,705.418,471.231
CUDA,1.4046,2.0958,711.946,477.145
CUDA,1.4347,2.1288,697.01,469.748
CUDA,1.465,2.1701,682.594,460.808
CUDA,1.3287,2.0957,752.615,477.168
CUDA,2.234,2.8423,447.628,351.828
CUDA,1.409,2.0842,709.723,479.8
CUDA,1.3188,2.01,758.265,497.512
CUDA,1.241,1.8922,805.802,528.485
CUDA,1.2426,1.8777,804.764,532.566
CUDA,1.2247,1.8672,816.526,535.561
CUDA,1.4382,2.2043,695.314,453.659
CUDA,1.3274,2.0594,753.352,485.578
CUDA,1.8359,2.6208,544.692,381.563
CUDA,1.388,2.199,720.461,454.752
CUDA,1.3118,2.0976,762.311,476.735
CUDA,1.2883,2.0352,776.217,491.352
CUDA,1.2949,1.9833,772.26,504.21
CUDA,1.0523,1.6751,950.299,596.979
CUDA,1.1822,2.0816,845.881,480.4
CUDA,1.9575,3.029,510.856,330.142
CUDA,1.4984,2.3584,667.379,424.016
CUDA,1.5299,2.4116,653.638,414.662
CUDA,1.329,2.1659,752.445,461.702
CUDA,1.4975,2.4376,667.78,410.24
CUDA,1.3964,2.2067,716.127,453.165
CUDA,1.538,2.384,650.195,419.463
CUDA,1.3416,2.1733,745.379,460.13
CUDA,1.4815,2.1856,674.992,457.54
CUDA,1.0583,1.6648,944.912,600.673
CUDA,1.0803,1.6789,925.669,595.628
CUDA,1.0505,1.637,951.928,610.874
CUDA,1.0859,1.778,920.895,562.43
CUDA,1.0495,1.6526,952.835,605.107
CUDA,1.0502,1.6496,952.2,606.208
CUDA,1.0431,1.6335,958.681,612.182
CUDA,0.8655,2.8019,1155.4,356.901
CUDA,1.0893,1.7919,918.021,558.067
CUDA,1.0466,1.6684,955.475,599.377
CUDA,1.0639,1.6926,939.938,590.807
CUDA,1.041,1.6288,960.615,613.949
CUDA,1.0735,1.6784,931.532,595.806
CUDA,1.0469,1.6283,955.201,614.137
CUDA,1.0448,1.6204,957.121,617.132
CUDA,1.0463,1.6361,955.749,611.21
CUDA,1.0113,3.1518,988.826,317.279
CUDA,1.475,2.1994,677.966,454.669
CUDA,1.385,2.1344,722.022,468.516
CUDA,1.413,2.1266,707.714,470.234
CUDA,1.3917,2.091,718.546,478.24
CUDA,1.4416,2.139,693.674,467.508
CUDA,1.4625,2.1452,683.761,466.157
CUDA,1.1075,1.8073,902.935,553.312
CUDA,2.0747,2.6807,481.997,373.037
CUDA,1.0461,1.6446,955.932,608.051
CUDA,1.0466,1.6414,955.475,609.236
CUDA,1.0437,1.6783,958.13,595.841
CUDA,1.0678,1.7724,936.505,564.207
CUDA,1.0537,1.6646,949.037,600.745
CUDA,1.0453,1.6782,956.663,595.877
CUDA,1.3832,2.1781,722.961,459.116
CUDA,1.3511,2.0523,740.138,487.258
CUDA,1.8361,2.5364,544.633,394.26
CUDA,1.2526,1.9033,798.339,525.403
CUDA,1.0458,1.6351,956.206,611.583
CUDA,1.0461,1.6246,955.932,615.536
CUDA,1.0438,1.6171,958.038,618.391
CUDA,1.0436,1.6271,958.221,614.59
CUDA,1.0406,1.6499,960.984,606.097
CUDA,1.1937,1.8823,837.731,531.265
CUDA,2.0988,3.2272,476.463,309.866
CUDA,1.2577,1.9366,795.102,516.369
CUDA,1.2891,1.9608,775.735,509.996
CUDA,1.267,1.9182,789.266,521.322
CUDA,1.0525,1.6384,950.119,610.352
CUDA,1.0489,1.6547,953.38,604.339
CUDA,1.0951,2.0866,913.159,479.249
CUDA,1.3031,2.0506,767.401,487.662
CUDA,1.4878,2.1812,672.133,458.463
CUDA,1.753,2.4047,570.451,415.852
CUDA,1.2566,1.8981,795.798,526.843
CUDA,1.2416,1.8858,805.412,530.279
CUDA,1.2411,1.8776,805.737,532.595
CUDA,1.2371,1.9383,808.342,515.916
CUDA,1.2678,2.0041,788.768,498.977
CUDA,1.4057,2.1436,711.389,466.505
CUDA,1.2749,1.9321,784.375,517.572
CUDA,2.1069,2.7321,474.631,366.019
CUDA,1.046,1.6413,956.023,609.273
CUDA,1.0461,1.6306,955.932,613.271
CUDA,1.0476,1.6209,954.563,616.941
CUDA,1.0588,1.7937,944.465,557.507
CUDA,1.0586,1.6856,944.644,593.261
CUDA,1.0663,1.7393,937.822,574.944
CUDA,1.0518,1.6401,950.751,609.719
CUDA,0.8783,3.5715,1138.56,279.994
CUDA,1.3951,2.0983,716.794,476.576
CUDA,1.3829,2.069,723.118,483.325
CUDA,1.4146,2.1059,706.914,474.856
CUDA,1.5847,2.2859,631.034,437.464
CUDA,1.2439,1.9361,803.923,516.502
CUDA,1.2789,1.9411,781.922,515.172
CUDA,1.0452,1.6401,956.755,609.719
CUDA,0.8792,2.3973,1137.4,417.136
CUDA,1.2447,1.9181,803.406,521.349
CUDA,1.0442,1.7063,957.671,586.063
CUDA,1.2259,1.8624,815.727,536.942
CUDA,1.1634,1.9226,859.55,520.129
CUDA,1.0995,1.7575,909.504,568.99
CUDA,1.0615,1.6595,942.063,602.591
CUDA,1.0815,1.6896,924.642,591.856
CUDA,1.2295,1.8626,813.339,536.884
CUDA,1.9523,2.5737,512.216,388.546
CUDA,1.0475,1.6429,954.654,608.68
CUDA,1.0425,1.6328,959.233,612.445
CUDA,1.0428,1.6104,958.957,620.964
CUDA,1.1569,1.7946,864.379,557.227
CUDA,1.449,2.1405,690.131,467.181
CUDA,1.3824,2.0762,723.38,481.649
CUDA,1.2284,1.8905,814.067,528.961
CUDA,1.2329,1.9164,811.096,521.812
CUDA,1.9828,2.5717,504.337,388.848
CUDA,1.2541,1.8939,797.385,528.011
CUDA,1.0974,2.0384,911.245,490.581
CUDA,1.3261,2.0243,754.091,493.998
CUDA,1.3064,1.976,765.462,506.073
CUDA,1.0462,1.6276,955.84,614.402
CUDA,1.0419,1.7775,959.785,562.588
CUDA,1.0535,1.9692,949.217,507.82
CUDA,2.3827,3.0101,419.692,332.215
CUDA,1.2823,1.973,779.849,506.842
CUDA,1.349,2.0206,741.29,494.902
CUDA,1.2902,1.9452,775.074,514.086
CUDA,1.0632,1.6485,940.557,606.612
CUDA,1.0424,1.6413,959.325,609.273
CUDA,1.0435,1.6293,958.313,613.761
CUDA,1.2324,1.8655,811.425,536.049
CUDA,1.0455,1.6276,956.48,614.402
CUDA,0.9416,1.5931,1062.02,627.707
CUDA,1.4148,2.3371,706.814,427.881
CUDA,1.348,2.0614,741.84,485.107
CUDA,1.2771,1.9628,783.024,509.476
CUDA,1.0542,1.6703,948.587,598.695
CUDA,1.0484,1.6454,953.834,607.755
CUDA,1.0527,1.6796,949.938,595.38
CUDA,1.0621,1.6933,941.531,590.563
CUDA,1.0653,2.9919,938.703,334.236
CUDA,1.5628,2.2688,639.877,440.762
CUDA,1.3977,2.1122,715.461,473.44
CUDA,1.4184,2.1098,705.02,473.979
CUDA,1.3724,2.0613,728.651,485.131
CUDA,1.3677,2.0602,731.154,485.39
CUDA,1.483,2.1503,674.309,465.051
CUDA,1.4427,2.1201,693.145,471.676
CUDA,2.2352,2.9236,447.387,342.044
CUDA,1.4529,2.2366,688.279,447.107
CUDA,1.6989,2.433,588.616,411.015
CUDA,1.4137,2.1493,707.364,465.268
CUDA,1.4094,2.101,709.522,475.964
CUDA,1.4047,2.1934,711.896,455.913
CUDA,1.3938,2.0815,717.463,480.423
CUDA,1.9997,2.6268,500.075,380.691
CUDA,1.0669,1.7419,937.295,574.086
CUDA,1.0589,1.6875,944.376,592.593
CUDA,1.0519,1.6473,950.661,607.054
CUDA,1.0439,1.6135,957.946,619.771
CUDA,1.0437,1.6273,958.13,614.515
CUDA,1.0438,1.6166,958.038,618.582
CUDA,1.0807,1.6787,925.326,595.699
CUDA,1.0466,1.6264,955.475,614.855
CUDA,1.1457,2.7723,872.829,360.711
CUDA,1.5271,2.3559,654.836,424.466
CUDA,1.4535,2.2428,687.995,445.871
CUDA,1.4032,2.1012,712.657,475.919
CUDA,1.3919,2.0985,718.442,476.531
CUDA,1.3911,2.1032,718.856,475.466
CUDA,1.4749,2.3935,678.012,417.798
CUDA,1.4936,2.3294,669.523,429.295
CUDA,1.4462,2.1354,691.467,468.296
CUDA,1.2347,1.8936,809.913,528.095
CUDA,1.2399,1.8834,806.517,530.955
CUDA,1.2528,1.8829,798.212,531.096
CUDA,1.2549,1.9348,796.876,516.849
CUDA,1.252,1.8882,798.722,529.605
CUDA,1.6964,2.3963,589.484,417.31
CUDA,1.3193,2.1182,757.978,472.099
CUDA,1.8118,2.5791,551.937,387.732
CUDA,1.2159,1.8965,822.436,527.287
CUDA,1.2664,1.9329,789.64,517.357
CUDA,1.0766,1.7106,928.85,584.59
CUDA,1.0761,1.6477,929.282,606.907
CUDA,1.057,1.6359,946.074,611.284
CUDA,1.1984,1.94,834.446,515.464
CUDA,1.3246,2.0169,754.945,495.81
CUDA,1.954,2.605,511.771,383.877
CUDA,1.3159,1.9779,759.936,505.587
CUDA,1.2905,1.9481,774.893,513.321
CUDA,1.2851,1.9511,778.15,512.531
CUDA,1.283,1.9377,779.423,516.076
CUDA,1.2711,2.0558,786.72,486.429
CUDA,1.0513,1.6766,951.203,596.445
CUDA,1.0539,1.6607,948.857,602.156
CUDA,0.8849,2.9276,1130.07,341.577
CUDA,1.408,2.0917,710.227,478.08
CUDA,1.403,2.0944,712.758,477.464
CUDA,1.4007,2.1043,713.929,475.217
CUDA,1.4735,2.1641,678.656,462.086
CUDA,1.4271,2.2623,700.722,442.028
CUDA,1.252,2.0396,798.722,490.292
CUDA,1.4063,2.1293,711.086,469.638
CUDA,0.9316,1.6709,1073.42,598.48
CUDA,1.3175,2.0413,759.013,489.884
CUDA,1.288,1.9593,776.398,510.386
CUDA,1.0579,1.6852,945.269,593.401
CUDA,1.0654,1.6869,938.615,592.803
CUDA,1.2531,1.9123,798.021,522.93
CUDA,1.2654,1.9371,790.264,516.236
CUDA,1.2936,1.9489,773.036,513.11
CUDA,1.2413,1.8839,805.607,530.814
CUDA,1.9446,2.5112,514.245,398.216
CUDA,1.2557,1.8805,796.369,531.773
CUDA,1.2268,1.8989,815.129,526.621
CUDA,1.2914,2.0729,774.353,482.416
CUDA,1.2519,1.9837,798.786,504.108
CUDA,1.2864,2.0142,777.363,496.475
CUDA,1.5604,2.4089,640.861,415.127
CUDA,1.5286,2.262,654.193,442.087
CUDA,1.4506,2.1449,689.37,466.222
CUDA,1.2982,1.9649,770.297,508.932
CUDA,1.0761,1.8232,929.282,548.486
CUDA,1.0528,1.65,949.848,606.061
CUDA,1.0474,1.6243,954.745,615.65
CUDA,1.2524,1.8803,798.467,531.83
CUDA,1.2458,1.9056,802.697,524.769
CUDA,1.2539,1.8801,797.512,531.887
CUDA,1.8733,2.4938,533.817,400.994
CUDA,1.2504,1.883,799.744,531.067
CUDA,1.2441,2.0148,803.794,496.327
CUDA,1.5576,2.3531,642.013,424.971
CUDA,1.5069,2.3788,663.614,420.38
CUDA,1.328,2.1616,753.012,462.62
CUDA,1.1966,2.0051,835.701,498.728
CUDA,1.1235,1.9525,890.076,512.164
CUDA,2.2317,2.8603,448.089,349.614
CUDA,1.4173,2.0815,705.567,480.423
CUDA,1.0889,1.7009,918.358,587.924
CUDA,1.0747,1.687,930.492,592.768
CUDA,1.0435,1.627,958.313,614.628
CUDA,1.0745,1.6549,930.665,604.266
CUDA,1.0469,1.6226,955.201,616.295
CUDA,1.0974,1.7827,911.245,560.947
CUDA,0.9175,3.1382,1089.92,318.654
CUDA,1.1581,1.7968,863.483,556.545
CUDA,1.2827,1.9643,779.606,509.087
CUDA,1.242,1.9156,805.153,522.03
CUDA,1.0435,1.6575,958.313,603.318
CUDA,1.2271,1.8783,814.93,532.396
CUDA,1.0575,1.6272,945.626,614.553
CUDA,1.0565,1.6412,946.522,609.31
CUDA,1.0457,1.6221,956.297,616.485
CUDA,0.866,2.4117,1154.73,414.645
CUDA,1.0316,1.6803,969.368,595.132
CUDA,1.2339,1.8713,810.438,534.388
CUDA,1.2564,1.885,795.925,530.504
CUDA,1.2397,1.8624,806.647,536.942
CUDA,1.2301,1.8595,812.942,537.779
CUDA,1.2362,1.8672,808.931,535.561
CUDA,1.2375,1.8725,808.081,534.045
CUDA,1.2545,1.8841,797.13,530.757
CUDA,2.0764,2.6851,481.603,372.426
CUDA,1.0793,1.7702,926.526,564.908
CUDA,1.2935,2.018,773.096,495.54
CUDA,1.2522,1.9128,798.594,522.794
CUDA,1.0532,1.6351,949.487,611.583
CUDA,1.0388,1.6148,962.649,619.272
CUDA,1.0466,1.6275,955.475,614.439
CUDA,1.0783,1.7523,927.386,570.679
CUDA,1.0099,3.0767,990.197,325.024
CUDA,1.2923,1.9664,773.814,508.544
CUDA,1.2554,1.9151,796.559,522.166
CUDA,1.0403,1.6293,961.261,613.761
CUDA,1.0457,1.6145,956.297,619.387
CUDA,1.0457,1.6262,956.297,614.93
CUDA,1.0464,1.6215,955.657,616.713
CUDA,1.039,1.6193,962.464,617.551
CUDA,1.1307,1.8133,884.408,551.481
CUDA,1.9332,2.8669,517.277,348.809
CUDA,1.6709,2.3945,598.48,417.624
CUDA,1.3867,2.1075,721.137,474.496
CUDA,1.3909,2.1305,718.959,469.373
CUDA,1.3993,2.0988,714.643,476.463
CUDA,1.3959,2.103,716.384,475.511
CUDA,1.6297,2.4076,613.61,415.351
CUDA,1.4092,2.2625,709.622,441.989
CUDA,1.4874,2.4221,672.314,412.865
CUDA,1.2763,1.9948,783.515,501.303
CUDA,1.2814,2.0516,780.396,487.424
CUDA,1.3037,1.9999,767.048,500.025
CUDA,1.2812,1.9315,780.518,517.732
CUDA,1.0472,1.7684,954.927,565.483
CUDA,1.1487,1.9557,870.549,511.326
CUDA,0.9454,3.1279,1057.75,319.703
CUDA,1.2422,1.9089,805.023,523.862
CUDA,1.2297,1.877,813.206,532.765
CUDA,1.2327,1.8731,811.227,533.874
CUDA,1.2413,1.8831,805.607,531.039
CUDA,1.2504,1.8773,799.744,532.68
CUDA,1.3059,2.0242,765.755,494.022
CUDA,1.4161,2.1198,706.165,471.743
CUDA,1.3885,2.0761,720.202,481.672
CUDA,1.7309,2.4141,577.734,414.233
CUDA,1.3853,2.0541,721.865,486.831
CUDA,1.4127,2.0981,707.864,476.622
CUDA,1.3861,2.064,721.449,484.496
CUDA,1.5407,2.2586,649.056,442.752
CUDA,1.4277,2.2367,700.427,447.087
CUDA,1.4057,2.0928,711.389,477.829
CUDA,2.0738,2.7951,482.207,357.769
CUDA,1.4009,2.0859,713.827,479.409
CUDA,1.3917,2.075,718.546,481.928
CUDA,1.3927,2.0721,718.03,482.602
CUDA,1.2517,1.9347,798.914,516.876
CUDA,1.251,1.9423,799.361,514.854
CUDA,1.0593,1.8094,944.02,552.669
CUDA,1.28,1.9459,781.25,513.901
CUDA,1.9578,2.5787,510.777,387.792
CUDA,1.2439,1.8861,803.923,530.195
CUDA,1.2292,1.8636,813.537,536.596
CUDA,1.2413,2.0338,805.607,491.69
CUDA,1.3856,2.1007,721.709,476.032
CUDA,1.0545,3.9791,948.317,251.313
CUDA,1.41,2.1984,709.22,454.876
CUDA,2.1516,2.8893,464.77,346.105
CUDA,1.1123,1.7576,899.038,568.958
CUDA,1.0645,1.6622,939.408,601.612
CUDA,1.1435,1.842,874.508,542.888
CUDA,1.1295,1.7253,885.348,579.609
CUDA,1.1149,1.7369,896.941,575.738
CUDA,1.1354,1.778,880.747,562.43
CUDA,1.3808,2.2756,724.218,439.445
CUDA,1.3066,2.0407,765.345,490.028
CUDA,1.3929,2.0898,717.927,478.515
CUDA,1.3728,2.1602,728.438,462.92
CUDA,1.6043,2.514,623.325,397.772
CUDA,1.3817,2.1275,723.746,470.035
CUDA,1.4329,2.2162,697.885,451.223
CUDA,1.4302,2.5447,699.203,392.974
CUDA,1.5097,2.3978,662.383,417.049
CUDA,1.8768,2.664,532.822,375.375
CUDA,1.3011,2.0839,768.58,479.87
CUDA,1.2824,2.0179,779.788,495.565
CUDA,1.4159,2.149,706.265,465.333
CUDA,1.3103,1.9913,763.184,502.185
CUDA,1.2799,1.9694,781.311,507.769
CUDA,1.3005,2.0613,768.935,485.131
CUDA,1.2923,1.9913,773.814,502.185
CUDA,1.294,2.1776,772.798,459.221
CUDA,1.2978,1.9731,770.535,506.817
CUDA,1.3157,2.0462,760.052,488.711
CUDA,1.2686,1.9336,788.271,517.17
CUDA,1.0456,1.6429,956.389,608.68
CUDA,1.0457,1.6318,956.297,612.82
CUDA,1.0561,1.7141,946.88,583.397
CUDA,1.1399,1.8515,877.27,540.103
CUDA,0.8884,2.145,1125.62,466.2
CUDA,1.1286,1.8344,886.054,545.137
CUDA,1.0435,1.6297,958.313,613.61
CUDA,1.068,1.737,936.33,575.705
CUDA,1.2665,1.9821,789.578,504.515
CUDA,1.2598,1.9272,793.777,518.888
CUDA,1.0527,1.6515,949.938,605.51
CUDA,1.0478,1.7078,954.381,585.549
CUDA,1.1714,2.0615,853.679,485.084
CUDA,2.0431,2.9161,489.452,342.924
CUDA,1.308,1.9796,764.526,505.153
CUDA,1.052,1.7299,950.57,578.068
CUDA,1.0734,1.7091,931.619,585.103
CUDA,1.0824,1.693,923.873,590.667
CUDA,1.0616,1.6488,941.974,606.502
CUDA,1.246,1.9033,802.568,525.403
CUDA,1.3328,2.0825,750.3,480.192
CUDA,1.285,2.0646,778.21,484.355
CUDA,1.413,2.0586,707.714,485.767
CUDA,1.2701,1.932,787.34,517.598
CUDA,1.0419,1.6319,959.785,612.783
CUDA,1.0486,1.6391,953.653,610.091
CUDA,1.0428,1.6148,958.957,619.272
CUDA,1.0485,1.6257,953.743,615.12
CUDA,1.0637,1.7149,940.115,583.124
CUDA,1.3987,2.3045,714.95,433.934
CUDA,1.5944,2.3667,627.195,422.529
CUDA,1.429,2.1356,699.79,468.253
CUDA,1.4153,2.1036,706.564,475.376
CUDA,1.4106,2.1008,708.918,476.009
CUDA,1.3853,2.0672,721.865,483.746
CUDA,1.3816,2.0588,723.798,485.72
CUDA,1.3991,2.2124,714.745,451.998
CUDA,1.6018,2.3731,624.298,421.39
CUDA,2.2322,2.9078,447.989,343.903
CUDA,1.4325,2.1305,698.08,469.373
CUDA,1.3893,2.078,719.787,481.232
CUDA,1.4003,2.1222,714.133,471.209
CUDA,1.3537,2.0541,738.716,486.831
CUDA,1.4004,2.0747,714.082,481.997
CUDA,1.5596,2.342,641.19,426.986
CUDA,1.2751,1.9836,784.252,504.134
CUDA,1.286,2.0366,777.605,491.014
CUDA,1.0656,1.6743,938.438,597.265
CUDA,1.0472,1.6225,954.927,616.333
CUDA,1.0644,1.754,939.496,570.125
CUDA,1.2497,1.8862,800.192,530.166
CUDA,1.0426,1.6256,959.141,615.157
CUDA,1.1632,1.8074,859.697,553.281
CUDA,1.3689,2.1363,730.514,468.099
CUDA,1.2927,1.9856,773.575,503.626
CUDA,1.3074,1.9771,764.877,505.791
CUDA,1.2737,1.9349,785.114,516.823
CUDA,1.3401,2.011,746.213,497.265
CUDA,1.2798,1.9435,781.372,514.536
CUDA,1.2721,1.9315,786.102,517.732
CUDA,1.3443,2.0273,743.882,493.267
CUDA,1.4523,2.2611,688.563,442.263
CUDA,1.4067,2.1198,710.884,471.743
CUDA,1.5776,2.2887,633.874,436.929
CUDA,1.284,1.9931,778.816,501.731
CUDA,1.2636,1.9312,791.39,517.813
CUDA,1.0491,1.6449,953.198,607.94
CUDA,1.0422,1.723,959.509,580.383
CUDA,1.0719,1.686,932.923,593.12
CUDA,1.0504,1.6853,952.018,593.366
CUDA,1.1109,1.8195,900.171,549.602
CUDA,1.9018,2.6016,525.818,384.379
CUDA,1.4908,2.3234,670.781,430.404
CUDA,1.2276,1.9566,814.598,511.091
CUDA,1.2559,1.9398,796.242,515.517
CUDA,1.4796,2.206,675.858,453.309
CUDA,1.319,2.0571,758.15,486.121
CUDA,1.4589,2.3298,685.448,429.221
CUDA,1.3726,2.2065,728.544,453.206
CUDA,2.2826,3.1587,438.097,316.586
CUDA,1.068,1.7093,936.33,585.035
CUDA,1.0574,1.6862,945.716,593.049
CUDA,1.4133,2.114,707.564,473.037
CUDA,1.2971,1.9889,770.951,502.791
CUDA,1.2453,1.9123,803.019,522.93
CUDA,1.0857,2.0699,921.065,483.115
CUDA,1.918,3.2612,521.376,306.636
CUDA,1.2717,1.9753,786.349,506.252
CUDA,1.3948,2.0938,716.949,477.601
CUDA,1.5679,2.3212,637.796,430.812
CUDA,1.4539,2.2143,687.805,451.61
CUDA,1.4638,2.1928,683.153,456.038
CUDA,1.5612,2.5628,640.533,390.198
CUDA,1.5441,2.2818,647.626,438.251
CUDA,1.7386,2.4575,575.175,406.918
CUDA,1.3846,2.259,722.23,442.674
CUDA,1.287,1.9691,777.001,507.846
CUDA,1.2888,1.9534,775.916,511.928
CUDA,1.0679,1.6602,936.417,602.337
CUDA,1.045,1.6856,956.938,593.261
CUDA,1.0902,2.0233,917.263,494.242
CUDA,1.0502,1.6415,952.2,609.199
CUDA,0.877,1.709,1140.25,585.138
CUDA,1.0491,1.6758,953.198,596.73
CUDA,1.2521,1.9059,798.658,524.687
CUDA,1.0478,1.6411,954.381,609.347
CUDA,1.0375,1.6107,963.855,620.848
CUDA,1.0531,1.6454,949.577,607.755
CUDA,1.0419,1.6399,959.785,609.793
CUDA,1.268,1.9369,788.644,516.289
CUDA,1.7784,2.6327,562.303,379.838
CUDA,2.2634,3.0339,441.813,329.609
CUDA,1.301,1.9735,768.64,506.714
CUDA,1.2432,1.8933,804.376,528.178
CUDA,1.2448,1.8949,803.342,527.732
CUDA,1.0691,1.6708,935.366,598.516
CUDA,1.0387,1.613,962.742,619.963
CUDA,1.057,1.6411,946.074,609.347
CUDA,1.0982,1.7883,910.581,559.19
CUDA,0.8892,2.9136,1124.61,343.218
CUDA,1.2726,2.0564,785.793,486.287
CUDA,1.4574,2.1736,686.153,460.066
CUDA,1.4258,2.1167,701.361,472.434
CUDA,1.4033,2.0827,712.606,480.146
CUDA,1.4079,2.0955,710.278,477.213
CUDA,1.5578,2.5071,641.931,398.867
CUDA,1.5978,2.4458,625.861,408.864
CUDA,1.0165,1.6787,983.768,595.699
CUDA,1.0602,1.6627,943.218,601.431
CUDA,1.0748,1.6673,930.406,599.772
CUDA,1.0626,1.6748,941.088,597.086
CUDA,1.2671,1.9066,789.204,524.494
CUDA,1.428,2.1247,700.28,470.655
CUDA,1.4196,2.1561,704.424,463.8
CUDA,1.3826,2.1201,723.275,471.676
CUDA,1.8934,2.5902,528.15,386.071
CUDA,1.2752,1.9399,784.191,515.49
CUDA,1.4126,2.1321,707.914,469.021
CUDA,1.3727,2.0709,728.491,482.882
CUDA,1.3988,2.0941,714.898,477.532
CUDA,1.4327,2.1164,697.983,472.5
CUDA,1.5093,2.4351,662.559,410.661
CUDA,1.5391,2.2659,649.73,441.326
CUDA,2.0076,2.6933,498.107,371.292
CUDA,1.0654,1.7034,938.615,587.061
CUDA,1.0573,1.6709,945.805,598.48
